# This pad file is for the IFX 2S sensor for the 8-inch runs

Campaign: Infineon 8-inch 2S					
Creator: Dominic Bloech 11.1.2018
				
reference pad: 1			
reference pad: 1016					
reference pad: 1017			

pad strip	x	y	z
1669	1669	-32670	-75242	0	10000
1670	1670	-32580	-75242	0	10000
1671	1671	-32490	-75242	0	10000
1672	1672	-32400	-75242	0	10000
1673	1673	-32310	-75242	0	10000
1674	1674	-32220	-75242	0	10000
1675	1675	-32130	-75242	0	10000
1676	1676	-32040	-75242	0	10000
1677	1677	-31950	-75242	0	10000
1678	1678	-31860	-75242	0	10000
1679	1679	-31770	-75242	0	10000
1680	1680	-31680	-75242	0	10000
1681	1681	-31590	-75242	0	10000
1682	1682	-31500	-75242	0	10000
1683	1683	-31410	-75242	0	10000
1684	1684	-31320	-75242	0	10000
1685	1685	-31230	-75242	0	10000
1686	1686	-31140	-75242	0	10000
1687	1687	-31050	-75242	0	10000
1688	1688	-30960	-75242	0	10000
1689	1689	-30870	-75242	0	10000
1690	1690	-30780	-75242	0	10000
1691	1691	-30690	-75242	0	10000
1692	1692	-30600	-75242	0	10000
1693	1693	-30510	-75242	0	10000
1694	1694	-30420	-75242	0	10000
1695	1695	-30330	-75242	0	10000
1696	1696	-30240	-75242	0	10000
1697	1697	-30150	-75242	0	10000
1698	1698	-30060	-75242	0	10000
1699	1699	-29970	-75242	0	10000
1700	1700	-29880	-75242	0	10000
1701	1701	-29790	-75242	0	10000
1702	1702	-29700	-75242	0	10000
1703	1703	-29610	-75242	0	10000
1704	1704	-29520	-75242	0	10000
1705	1705	-29430	-75242	0	10000
1706	1706	-29340	-75242	0	10000
1707	1707	-29250	-75242	0	10000
1708	1708	-29160	-75242	0	10000
1709	1709	-29070	-75242	0	10000
1710	1710	-28980	-75242	0	10000
1711	1711	-28890	-75242	0	10000
1712	1712	-28800	-75242	0	10000
1713	1713	-28710	-75242	0	10000
1714	1714	-28620	-75242	0	10000
1715	1715	-28530	-75242	0	10000
1716	1716	-28440	-75242	0	10000
1717	1717	-28350	-75242	0	10000
1718	1718	-28260	-75242	0	10000
1719	1719	-28170	-75242	0	10000
1720	1720	-28080	-75242	0	10000
1721	1721	-27990	-75242	0	10000
1722	1722	-27900	-75242	0	10000
1723	1723	-27810	-75242	0	10000
1724	1724	-27720	-75242	0	10000
1725	1725	-27630	-75242	0	10000
1726	1726	-27540	-75242	0	10000
1727	1727	-27450	-75242	0	10000
1728	1728	-27360	-75242	0	10000
1729	1729	-27270	-75242	0	10000
1730	1730	-27180	-75242	0	10000
1731	1731	-27090	-75242	0	10000
1732	1732	-27000	-75242	0	10000
1733	1733	-26910	-75242	0	10000
1734	1734	-26820	-75242	0	10000
1735	1735	-26730	-75242	0	10000
1736	1736	-26640	-75242	0	10000
1737	1737	-26550	-75242	0	10000
1738	1738	-26460	-75242	0	10000
1739	1739	-26370	-75242	0	10000
1740	1740	-26280	-75242	0	10000
1741	1741	-26190	-75242	0	10000
1742	1742	-26100	-75242	0	10000
1743	1743	-26010	-75242	0	10000
1744	1744	-25920	-75242	0	10000
1745	1745	-25830	-75242	0	10000
1746	1746	-25740	-75242	0	10000
1747	1747	-25650	-75242	0	10000
1748	1748	-25560	-75242	0	10000
1749	1749	-25470	-75242	0	10000
1750	1750	-25380	-75242	0	10000
1751	1751	-25290	-75242	0	10000
1752	1752	-25200	-75242	0	10000
1753	1753	-25110	-75242	0	10000
1754	1754	-25020	-75242	0	10000
1755	1755	-24930	-75242	0	10000
1756	1756	-24840	-75242	0	10000
1757	1757	-24750	-75242	0	10000
1758	1758	-24660	-75242	0	10000
1759	1759	-24570	-75242	0	10000
1760	1760	-24480	-75242	0	10000
1761	1761	-24390	-75242	0	10000
1762	1762	-24300	-75242	0	10000
1763	1763	-24210	-75242	0	10000
1764	1764	-24120	-75242	0	10000
1765	1765	-24030	-75242	0	10000
1766	1766	-23940	-75242	0	10000
1767	1767	-23850	-75242	0	10000
1768	1768	-23760	-75242	0	10000
1769	1769	-23670	-75242	0	10000
1770	1770	-23580	-75242	0	10000
1771	1771	-23490	-75242	0	10000
1772	1772	-23400	-75242	0	10000
1773	1773	-23310	-75242	0	10000
1774	1774	-23220	-75242	0	10000
1775	1775	-23130	-75242	0	10000
1776	1776	-23040	-75242	0	10000
1777	1777	-22950	-75242	0	10000
1778	1778	-22860	-75242	0	10000
1779	1779	-22770	-75242	0	10000
1780	1780	-22680	-75242	0	10000
1781	1781	-22590	-75242	0	10000
1782	1782	-22500	-75242	0	10000
1783	1783	-22410	-75242	0	10000
1784	1784	-22320	-75242	0	10000
1785	1785	-22230	-75242	0	10000
1786	1786	-22140	-75242	0	10000
1787	1787	-22050	-75242	0	10000
1788	1788	-21960	-75242	0	10000
1789	1789	-21870	-75242	0	10000
1790	1790	-21780	-75242	0	10000
1791	1791	-21690	-75242	0	10000
1792	1792	-21600	-75242	0	10000
1793	1793	-21510	-75242	0	10000
1794	1794	-21420	-75242	0	10000
1795	1795	-21330	-75242	0	10000
1796	1796	-21240	-75242	0	10000
1797	1797	-21150	-75242	0	10000
1798	1798	-21060	-75242	0	10000
1799	1799	-20970	-75242	0	10000
1800	1800	-20880	-75242	0	10000
1801	1801	-20790	-75242	0	10000
1802	1802	-20700	-75242	0	10000
1803	1803	-20610	-75242	0	10000
1804	1804	-20520	-75242	0	10000
1805	1805	-20430	-75242	0	10000
1806	1806	-20340	-75242	0	10000
1807	1807	-20250	-75242	0	10000
1808	1808	-20160	-75242	0	10000
1809	1809	-20070	-75242	0	10000
1810	1810	-19980	-75242	0	10000
1811	1811	-19890	-75242	0	10000
1812	1812	-19800	-75242	0	10000
1813	1813	-19710	-75242	0	10000
1814	1814	-19620	-75242	0	10000
1815	1815	-19530	-75242	0	10000
1816	1816	-19440	-75242	0	10000
1817	1817	-19350	-75242	0	10000
1818	1818	-19260	-75242	0	10000
1819	1819	-19170	-75242	0	10000
1820	1820	-19080	-75242	0	10000
1821	1821	-18990	-75242	0	10000
1822	1822	-18900	-75242	0	10000
1823	1823	-18810	-75242	0	10000
1824	1824	-18720	-75242	0	10000
1825	1825	-18630	-75242	0	10000
1826	1826	-18540	-75242	0	10000
1827	1827	-18450	-75242	0	10000
1828	1828	-18360	-75242	0	10000
1829	1829	-18270	-75242	0	10000
1830	1830	-18180	-75242	0	10000
1831	1831	-18090	-75242	0	10000
1832	1832	-18000	-75242	0	10000
1833	1833	-17910	-75242	0	10000
1834	1834	-17820	-75242	0	10000
1835	1835	-17730	-75242	0	10000
1836	1836	-17640	-75242	0	10000
1837	1837	-17550	-75242	0	10000
1838	1838	-17460	-75242	0	10000
1839	1839	-17370	-75242	0	10000
1840	1840	-17280	-75242	0	10000
1841	1841	-17190	-75242	0	10000
1842	1842	-17100	-75242	0	10000
1843	1843	-17010	-75242	0	10000
1844	1844	-16920	-75242	0	10000
1845	1845	-16830	-75242	0	10000
1846	1846	-16740	-75242	0	10000
1847	1847	-16650	-75242	0	10000
1848	1848	-16560	-75242	0	10000
1849	1849	-16470	-75242	0	10000
1850	1850	-16380	-75242	0	10000
1851	1851	-16290	-75242	0	10000
1852	1852	-16200	-75242	0	10000
1853	1853	-16110	-75242	0	10000
1854	1854	-16020	-75242	0	10000
1855	1855	-15930	-75242	0	10000
1856	1856	-15840	-75242	0	10000
1857	1857	-15750	-75242	0	10000
1858	1858	-15660	-75242	0	10000
1859	1859	-15570	-75242	0	10000
1860	1860	-15480	-75242	0	10000
1861	1861	-15390	-75242	0	10000
1862	1862	-15300	-75242	0	10000
1863	1863	-15210	-75242	0	10000
1864	1864	-15120	-75242	0	10000
1865	1865	-15030	-75242	0	10000
1866	1866	-14940	-75242	0	10000
1867	1867	-14850	-75242	0	10000
1868	1868	-14760	-75242	0	10000
1869	1869	-14670	-75242	0	10000
1870	1870	-14580	-75242	0	10000
1871	1871	-14490	-75242	0	10000
1872	1872	-14400	-75242	0	10000
1873	1873	-14310	-75242	0	10000
1874	1874	-14220	-75242	0	10000
1875	1875	-14130	-75242	0	10000
1876	1876	-14040	-75242	0	10000
1877	1877	-13950	-75242	0	10000
1878	1878	-13860	-75242	0	10000
1879	1879	-13770	-75242	0	10000
1880	1880	-13680	-75242	0	10000
1881	1881	-13590	-75242	0	10000
1882	1882	-13500	-75242	0	10000
1883	1883	-13410	-75242	0	10000
1884	1884	-13320	-75242	0	10000
1885	1885	-13230	-75242	0	10000
1886	1886	-13140	-75242	0	10000
1887	1887	-13050	-75242	0	10000
1888	1888	-12960	-75242	0	10000
1889	1889	-12870	-75242	0	10000
1890	1890	-12780	-75242	0	10000
1891	1891	-12690	-75242	0	10000
1892	1892	-12600	-75242	0	10000
1893	1893	-12510	-75242	0	10000
1894	1894	-12420	-75242	0	10000
1895	1895	-12330	-75242	0	10000
1896	1896	-12240	-75242	0	10000
1897	1897	-12150	-75242	0	10000
1898	1898	-12060	-75242	0	10000
1899	1899	-11970	-75242	0	10000
1900	1900	-11880	-75242	0	10000
1901	1901	-11790	-75242	0	10000
1902	1902	-11700	-75242	0	10000
1903	1903	-11610	-75242	0	10000
1904	1904	-11520	-75242	0	10000
1905	1905	-11430	-75242	0	10000
1906	1906	-11340	-75242	0	10000
1907	1907	-11250	-75242	0	10000
1908	1908	-11160	-75242	0	10000
1909	1909	-11070	-75242	0	10000
1910	1910	-10980	-75242	0	10000
1911	1911	-10890	-75242	0	10000
1912	1912	-10800	-75242	0	10000
1913	1913	-10710	-75242	0	10000
1914	1914	-10620	-75242	0	10000
1915	1915	-10530	-75242	0	10000
1916	1916	-10440	-75242	0	10000
1917	1917	-10350	-75242	0	10000
1918	1918	-10260	-75242	0	10000
1919	1919	-10170	-75242	0	10000
1920	1920	-10080	-75242	0	10000
1921	1921	-9990	-75242	0	10000
1922	1922	-9900	-75242	0	10000
1923	1923	-9810	-75242	0	10000
1924	1924	-9720	-75242	0	10000
1925	1925	-9630	-75242	0	10000
1926	1926	-9540	-75242	0	10000
1927	1927	-9450	-75242	0	10000
1928	1928	-9360	-75242	0	10000
1929	1929	-9270	-75242	0	10000
1930	1930	-9180	-75242	0	10000
1931	1931	-9090	-75242	0	10000
1932	1932	-9000	-75242	0	10000
1933	1933	-8910	-75242	0	10000
1934	1934	-8820	-75242	0	10000
1935	1935	-8730	-75242	0	10000
1936	1936	-8640	-75242	0	10000
1937	1937	-8550	-75242	0	10000
1938	1938	-8460	-75242	0	10000
1939	1939	-8370	-75242	0	10000
1940	1940	-8280	-75242	0	10000
1941	1941	-8190	-75242	0	10000
1942	1942	-8100	-75242	0	10000
1943	1943	-8010	-75242	0	10000
1944	1944	-7920	-75242	0	10000
1945	1945	-7830	-75242	0	10000
1946	1946	-7740	-75242	0	10000
1947	1947	-7650	-75242	0	10000
1948	1948	-7560	-75242	0	10000
1949	1949	-7470	-75242	0	10000
1950	1950	-7380	-75242	0	10000
1951	1951	-7290	-75242	0	10000
1952	1952	-7200	-75242	0	10000
1953	1953	-7110	-75242	0	10000
1954	1954	-7020	-75242	0	10000
1955	1955	-6930	-75242	0	10000
1956	1956	-6840	-75242	0	10000
1957	1957	-6750	-75242	0	10000
1958	1958	-6660	-75242	0	10000
1959	1959	-6570	-75242	0	10000
1960	1960	-6480	-75242	0	10000
1961	1961	-6390	-75242	0	10000
1962	1962	-6300	-75242	0	10000
1963	1963	-6210	-75242	0	10000
1964	1964	-6120	-75242	0	10000
1965	1965	-6030	-75242	0	10000
1966	1966	-5940	-75242	0	10000
1967	1967	-5850	-75242	0	10000
1968	1968	-5760	-75242	0	10000
1969	1969	-5670	-75242	0	10000
1970	1970	-5580	-75242	0	10000
1971	1971	-5490	-75242	0	10000
1972	1972	-5400	-75242	0	10000
1973	1973	-5310	-75242	0	10000
1974	1974	-5220	-75242	0	10000
1975	1975	-5130	-75242	0	10000
1976	1976	-5040	-75242	0	10000
1977	1977	-4950	-75242	0	10000
1978	1978	-4860	-75242	0	10000
1979	1979	-4770	-75242	0	10000
1980	1980	-4680	-75242	0	10000
1981	1981	-4590	-75242	0	10000
1982	1982	-4500	-75242	0	10000
1983	1983	-4410	-75242	0	10000
1984	1984	-4320	-75242	0	10000
1985	1985	-4230	-75242	0	10000
1986	1986	-4140	-75242	0	10000
1987	1987	-4050	-75242	0	10000
1988	1988	-3960	-75242	0	10000
1989	1989	-3870	-75242	0	10000
1990	1990	-3780	-75242	0	10000
1991	1991	-3690	-75242	0	10000
1992	1992	-3600	-75242	0	10000
1993	1993	-3510	-75242	0	10000
1994	1994	-3420	-75242	0	10000
1995	1995	-3330	-75242	0	10000
1996	1996	-3240	-75242	0	10000
1997	1997	-3150	-75242	0	10000
1998	1998	-3060	-75242	0	10000
1999	1999	-2970	-75242	0	10000
2000	2000	-2880	-75242	0	10000
2001	2001	-2790	-75242	0	10000
2002	2002	-2700	-75242	0	10000
2003	2003	-2610	-75242	0	10000
2004	2004	-2520	-75242	0	10000
2005	2005	-2430	-75242	0	10000
2006	2006	-2340	-75242	0	10000
2007	2007	-2250	-75242	0	10000
2008	2008	-2160	-75242	0	10000
2009	2009	-2070	-75242	0	10000
2010	2010	-1980	-75242	0	10000
2011	2011	-1890	-75242	0	10000
2012	2012	-1800	-75242	0	10000
2013	2013	-1710	-75242	0	10000
2014	2014	-1620	-75242	0	10000
2015	2015	-1530	-75242	0	10000
2016	2016	-1440	-75242	0	10000
2017	2017	-1350	-75242	0	10000
2018	2018	-1260	-75242	0	10000
2019	2019	-1170	-75242	0	10000
2020	2020	-1080	-75242	0	10000
2021	2021	-990	-75242	0	10000
2022	2022	-900	-75242	0	10000
2023	2023	-810	-75242	0	10000
2024	2024	-720	-75242	0	10000
2025	2025	-630	-75242	0	10000
2026	2026	-540	-75242	0	10000
2027	2027	-450	-75242	0	10000
2028	2028	-360	-75242	0	10000
2029	2029	-270	-75242	0	10000
2030	2030	-180	-75242	0	10000
2031	2031	-90	-75242	0	10000
2032	2032	0	-75242	0	10000
2033	2033	0	-76042	0	10000
